#{"t_start": 1761629247.7457414, "env_id": "HalfCheetah-v5"}
r,l,t
1612.176179,1000,204.909965
1612.484889,1000,205.094879
1675.399041,1000,205.633088
1662.532442,1000,205.817509
1635.010406,1000,206.367801
1594.151363,1000,206.5518
1514.087796,1000,207.090124
1669.572563,1000,207.275836
1612.544605,1000,207.814085
1637.270414,1000,207.999257
1607.395185,1000,208.184526
1680.040058,1000,208.737585
1508.668435,1000,208.92049
1628.671015,1000,209.460087
1322.241249,1000,209.644664
1665.755222,1000,210.179408
1631.251326,1000,210.36377
1586.477103,1000,210.902134
1612.983943,1000,211.086386
1669.18279,1000,211.628541
1567.658661,1000,211.812345
1580.020406,1000,212.368105
1639.097805,1000,212.552338
1626.605507,1000,213.100391
1544.495196,1000,213.28415
1595.963802,1000,213.82325
1530.831929,1000,214.00726
1671.042466,1000,214.55118
593.228915,1000,214.737212
1564.193429,1000,215.293735
1540.70659,1000,215.478898
1678.499641,1000,216.129427
1587.782849,1000,216.313518
1667.89385,1000,216.853541
1454.877434,1000,217.038517
1682.066018,1000,217.578521
1638.176644,1000,217.762677
1641.240786,1000,218.330642
1598.423544,1000,218.514868
1548.634413,1000,219.116983
1596.477382,1000,219.301701
1554.522279,1000,219.905672
1672.324313,1000,220.090115
1592.688991,1000,220.795998
1634.662807,1000,220.981427
1418.690962,1000,221.582086
1677.454625,1000,221.766642
1623.559217,1000,222.373297
1701.458157,1000,222.557768
1630.640983,1000,223.161278
1534.383893,1000,223.346518
1641.589908,1000,223.918704
1613.654053,1000,224.104446
1670.938483,1000,224.288374
1602.562153,1000,224.832403
1582.552306,1000,225.01631
1648.1582,1000,225.563697
1623.78714,1000,225.748094
1599.502047,1000,226.311326
1585.467349,1000,226.498045
1699.030409,1000,227.039366
1595.977817,1000,227.225909
1645.505714,1000,227.78313
1626.855737,1000,227.969365
1646.053247,1000,228.575268
1607.514833,1000,228.7599
1599.237703,1000,229.427733
1638.675131,1000,229.613572
1639.84939,1000,230.151099
1618.229566,1000,230.336275
1661.803706,1000,230.964813
1536.431812,1000,231.150568
1576.492724,1000,231.866609
1634.489686,1000,232.05116
1544.308846,1000,232.707896
1682.852056,1000,232.892197
1573.184266,1000,233.462965
1544.648351,1000,233.649086
480.201328,1000,234.194866
1626.839407,1000,234.381151
1676.195323,1000,234.927688
1647.438834,1000,235.112412
1558.291659,1000,235.655144
1660.407746,1000,235.840476
1654.100891,1000,236.54744
1694.446472,1000,236.732396
1578.714429,1000,237.294226
1605.982459,1000,237.479145
1627.445028,1000,238.116325
1624.178715,1000,238.300171
1652.858103,1000,238.957345
1599.041657,1000,239.142595
1628.093888,1000,239.683132
1610.982012,1000,239.868683
1583.190727,1000,240.524446
1587.856411,1000,240.708978
1705.656553,1000,240.894297
1600.700378,1000,241.43417
1652.225612,1000,241.619454
1614.225391,1000,242.16228
1628.487849,1000,242.347793
1676.75709,1000,242.890445
1661.368582,1000,243.074404
1645.755094,1000,243.615834
1684.442247,1000,243.799216
1506.334576,1000,244.45318
1629.692841,1000,244.636125
1652.711595,1000,245.174551
1682.50907,1000,245.358662
1684.574701,1000,245.894954
1603.505292,1000,246.078684
1637.793077,1000,246.640236
1613.85758,1000,246.825119
1697.117825,1000,247.367981
1651.279704,1000,247.552923
1658.134504,1000,248.101417
1668.255655,1000,248.285511
1582.41795,1000,248.82717
1686.81829,1000,249.011972
1524.315672,1000,249.568836
1662.852974,1000,249.753184
1672.759219,1000,250.300633
1520.703462,1000,250.484961
1631.210412,1000,251.031563
1623.44753,1000,251.216055
1702.538164,1000,253.371674
1649.793651,1000,253.557269
1598.966386,1000,254.100796
1668.153174,1000,254.284863
1630.560783,1000,254.834692
1676.515929,1000,255.019679
1664.124232,1000,255.563219
1669.130455,1000,255.748803
1677.956048,1000,256.308761
1300.56925,1000,256.492156
1703.782836,1000,257.04796
1604.438184,1000,257.232371
1594.184792,1000,257.779154
1637.644333,1000,257.96315
1706.514641,1000,258.147395
1706.091167,1000,258.686977
1674.06045,1000,258.871286
1353.128008,1000,259.448878
1622.738693,1000,259.632673
1661.392643,1000,260.173429
1711.72821,1000,260.357527
1647.394129,1000,260.895889
1690.148162,1000,261.078578
1620.111699,1000,261.734298
1593.86703,1000,261.918047
1628.757085,1000,262.476295
1671.194099,1000,262.661966
1654.472162,1000,263.200911
1631.635732,1000,263.385215
1632.934883,1000,264.039757
1498.008045,1000,264.222291
1669.126687,1000,264.770752
1637.863113,1000,264.957035
1610.891564,1000,265.496244
1533.951699,1000,265.680058
1643.571402,1000,266.221109
1671.721974,1000,266.40574
1652.97971,1000,266.944785
1703.47594,1000,267.129234
1662.551013,1000,267.667757
1651.220607,1000,267.852279
1659.904407,1000,268.394905
1665.958861,1000,268.578785
1669.266833,1000,269.135479
1699.781445,1000,269.33141
1615.638529,1000,269.89257
1671.67933,1000,270.076387
1481.650252,1000,270.648401
1662.060906,1000,270.833935
1661.318897,1000,271.372723
1662.207614,1000,271.557396
1674.981744,1000,272.21207
1651.842567,1000,272.398541
1695.410284,1000,273.080209
1593.964063,1000,273.26618
1613.472543,1000,273.83505
1613.334491,1000,274.020449
1692.421918,1000,274.20564
1651.271143,1000,274.784352
1681.027679,1000,274.968789
1655.52276,1000,275.631054
1633.277853,1000,275.815651
1705.534204,1000,276.487235
1644.771447,1000,276.672685
1661.03,1000,277.22834
1664.832517,1000,277.413972
1619.603573,1000,278.01851
1668.117705,1000,278.203488
1689.63422,1000,278.794311
1672.508399,1000,278.979182
1670.702251,1000,279.52967
1633.043895,1000,279.714038
1653.532526,1000,280.324341
1600.092786,1000,280.509329
1497.413774,1000,281.061643
1662.031765,1000,281.247079
1655.752079,1000,281.823527
1652.453982,1000,282.007516
519.931872,1000,282.55121
1620.43655,1000,282.735071
1609.669036,1000,283.275315
1626.244728,1000,283.462145
1731.384739,1000,284.01533
1646.886952,1000,284.20037
1612.504142,1000,284.741144
1609.135811,1000,284.925622
1671.633657,1000,285.533053
1649.774955,1000,285.717494
1667.3379,1000,286.323657
1668.756266,1000,286.508324
1650.914272,1000,287.075038
1622.566907,1000,287.259664
1679.159387,1000,287.828833
1589.417435,1000,288.012629
1642.96614,1000,288.57109
1672.029497,1000,288.756987
1669.242661,1000,289.29971
1648.48713,1000,289.485684
1615.071422,1000,289.669983
1657.27982,1000,290.27573
1582.301198,1000,290.461339
1727.666606,1000,291.022047
458.293085,1000,291.209361
1604.207773,1000,291.828961
1625.697363,1000,292.014734
1612.859613,1000,292.564302
1702.420098,1000,292.749533
1662.682217,1000,293.291322
1653.92268,1000,293.475641
1674.769396,1000,294.053144
1574.573376,1000,294.23971
1655.732509,1000,294.781501
1531.353785,1000,294.969419
1717.370928,1000,295.529418
1628.823069,1000,295.716688
1508.405637,1000,296.256655
1667.211161,1000,296.442338
1512.733579,1000,296.983609
1656.47705,1000,297.169478
1709.759453,1000,297.831562
1675.822758,1000,298.015735
1588.862724,1000,298.685712
1624.617644,1000,298.869935
1688.769695,1000,299.550111
1646.559695,1000,299.736474
1645.378254,1000,300.357344
1600.942649,1000,300.543104
1655.740275,1000,301.11006
1640.957373,1000,301.295135
1688.123124,1000,301.833752
1650.8598,1000,302.018644
1616.865155,1000,302.562253
1649.964827,1000,302.747365
1545.734366,1000,303.286335
1704.475285,1000,303.470968
1511.809103,1000,304.052398
1662.288246,1000,304.236502
1626.506431,1000,304.787963
1578.924245,1000,304.972471
1551.723492,1000,305.516906
1622.346815,1000,305.702321
1509.824542,1000,305.887678
1676.966842,1000,306.429663
1677.942739,1000,306.615038
1607.910952,1000,307.166847
1650.07648,1000,307.351857
1674.192313,1000,307.894666
1641.258931,1000,308.080082
1600.801761,1000,308.621103
1688.745044,1000,308.806319
1668.84555,1000,309.373511
1662.633213,1000,309.558653
1689.173703,1000,310.116111
1669.153876,1000,310.301378
1669.081295,1000,310.862285
1690.583331,1000,311.04789
525.721186,1000,311.60622
1688.869889,1000,311.791052
1669.316044,1000,312.336258
1648.173828,1000,312.52106
1627.071777,1000,313.088601
1617.018588,1000,313.272814
1696.112645,1000,313.821183
1656.611027,1000,314.005852
1670.382689,1000,314.547616
1615.309675,1000,314.732235
1647.249534,1000,315.27346
1677.145659,1000,315.458217
1675.665104,1000,315.999962
1635.381398,1000,316.184887
1662.705263,1000,316.741367
1629.594002,1000,316.925798
1636.192698,1000,317.47279
1659.067724,1000,317.657542
1557.050244,1000,318.197937
1507.517967,1000,318.382289
1690.429658,1000,318.978814
1652.347294,1000,319.16439
1595.427826,1000,319.749366
1621.833966,1000,319.96947
1611.253997,1000,320.53924
1637.753265,1000,320.725333
1684.875571,1000,321.284973
1550.800636,1000,321.471185
1700.623525,1000,321.656865
1614.725019,1000,322.204725
1516.426187,1000,322.389894
1667.880697,1000,322.932148
1648.12273,1000,323.117613
1661.029926,1000,323.68765
1599.929032,1000,323.874167
1646.195304,1000,324.419046
1621.849299,1000,324.603893
1637.299077,1000,325.165092
1657.482934,1000,325.350402
1569.384491,1000,325.895745
1711.717435,1000,326.08221
1461.08342,1000,326.625256
1471.099694,1000,326.811935
1661.513994,1000,327.352904
1593.433359,1000,327.538164
1626.891889,1000,328.082746
1591.143604,1000,328.268245
1673.396982,1000,328.939261
1689.479436,1000,329.124292
1673.038628,1000,329.684584
1677.123596,1000,329.870515
1610.402726,1000,330.416397
1575.04928,1000,330.602906
1635.388866,1000,331.147174
1609.974014,1000,331.331646
1693.34808,1000,331.875508
1678.41875,1000,332.061569
1706.120835,1000,332.608457
1662.678453,1000,332.79581
1489.411135,1000,333.339782
1653.443344,1000,333.524348
1678.915802,1000,334.068118
1625.655268,1000,334.253017
1630.222202,1000,334.925472
1483.886068,1000,335.109888
1682.262365,1000,335.656269
1361.682017,1000,335.840389
1617.304452,1000,336.382057
1642.327974,1000,336.566998
1660.033118,1000,337.110545
1665.959246,1000,337.295545
1629.940037,1000,337.481505
1434.216748,1000,338.022681
1656.37464,1000,338.211512
1637.130648,1000,338.766307
1594.888261,1000,338.955102
1430.705278,1000,339.517588
1621.481164,1000,339.702502
1598.053206,1000,340.247423
1699.116794,1000,340.434317
1629.91414,1000,340.978556
1661.421435,1000,341.163708
1648.786538,1000,341.711012
1615.154983,1000,341.896689
1675.167934,1000,342.447503
1689.353089,1000,342.633219
1676.882969,1000,343.182673
1621.95321,1000,343.367601
1639.237695,1000,343.915057
1563.865293,1000,344.101725
1641.040465,1000,344.644709
1598.365324,1000,344.830234
1652.359389,1000,345.38271
1493.421969,1000,345.569303
1596.929251,1000,346.131267
1697.812396,1000,346.317772
1679.030589,1000,346.862262
1616.703946,1000,347.047963
1656.017142,1000,347.595699
1601.330042,1000,347.781787
1582.255224,1000,348.326081
1568.866611,1000,348.511883
1678.45972,1000,349.061543
1652.312961,1000,349.247189
1582.675192,1000,349.789551
1659.087814,1000,349.97595
1649.826335,1000,350.518299
1652.092488,1000,350.704128
1610.354709,1000,351.249602
1677.104284,1000,351.436028
1584.315442,1000,351.980118
1630.363034,1000,352.16679
1621.165389,1000,352.825679
1647.551629,1000,353.011991
1645.48098,1000,353.197069
1612.349329,1000,353.744194
1419.208783,1000,353.929312
1606.178967,1000,354.46984
1618.972379,1000,354.655357
1601.224814,1000,355.297268
1697.571051,1000,355.481938
1558.050498,1000,356.125789
1672.367212,1000,356.310398
1591.335156,1000,356.850181
1638.095067,1000,357.037269
1605.224612,1000,357.57799
1669.594745,1000,357.763015
1606.268126,1000,358.300694
1305.3843,1000,358.486265
1613.549962,1000,359.024255
1656.152877,1000,359.20968
1613.10504,1000,359.749699
1552.198103,1000,359.934454
1626.337635,1000,360.491152
1626.290653,1000,360.676894
1644.789408,1000,361.216579
1671.82726,1000,361.402107
1636.616426,1000,361.941574
1600.202284,1000,362.12673
1648.671544,1000,362.681836
1534.873241,1000,362.866724
1695.583939,1000,363.405751
1711.303743,1000,363.590766
1675.978935,1000,364.199919
1610.261255,1000,364.385542
1696.180392,1000,364.938403
1630.512512,1000,365.125021
1674.518963,1000,365.664265
1609.950711,1000,365.849115
1680.683332,1000,366.502359
1695.419304,1000,366.687509
1488.688332,1000,367.22694
1620.306885,1000,367.413564
1609.076363,1000,367.977414
1656.163048,1000,368.162788
1690.384734,1000,368.699133
622.182266,1000,368.886949
1629.774878,1000,369.071416
1653.824732,1000,369.72462
1684.77794,1000,369.90925
1726.602027,1000,370.46656
